"No.","Time","Source","Destination","Protocol","Length","Info"
"11361","0.125588","11.0.0.210","10.42.0.2","TCP","60","33842  >  80 [SYN] Seq=0 Win=512 Len=0"
"11362","0.125599","11.0.0.210","10.42.0.2","TCP","60","33843  >  80 [SYN] Seq=0 Win=512 Len=0"
"11363","0.125608","11.0.0.210","10.42.0.2","TCP","60","33844  >  80 [SYN] Seq=0 Win=512 Len=0"
"11364","0.125626","11.0.0.210","10.42.0.2","TCP","60","33845  >  80 [SYN] Seq=0 Win=512 Len=0"
"11365","0.125636","11.0.0.210","10.42.0.2","TCP","60","33846  >  80 [SYN] Seq=0 Win=512 Len=0"
"11366","0.125644","11.0.0.210","10.42.0.2","TCP","60","33848  >  80 [SYN] Seq=0 Win=512 Len=0"
"11367","0.125652","11.0.0.210","10.42.0.2","TCP","60","33849  >  80 [SYN] Seq=0 Win=512 Len=0"
"11368","0.125661","11.0.0.210","10.42.0.2","TCP","60","33850  >  80 [SYN] Seq=0 Win=512 Len=0"
"11369","0.125669","11.0.0.210","10.42.0.2","TCP","60","33851  >  80 [SYN] Seq=0 Win=512 Len=0"
"11370","0.125678","11.0.0.210","10.42.0.2","TCP","60","33852  >  80 [SYN] Seq=0 Win=512 Len=0"
"11371","0.125687","11.0.0.210","10.42.0.2","TCP","60","33854  >  80 [SYN] Seq=0 Win=512 Len=0"
"11372","0.125695","11.0.0.210","10.42.0.2","TCP","60","33855  >  80 [SYN] Seq=0 Win=512 Len=0"
"11373","0.125704","11.0.0.210","10.42.0.2","TCP","60","33856  >  80 [SYN] Seq=0 Win=512 Len=0"
"11374","0.125712","11.0.0.210","10.42.0.2","TCP","60","33857  >  80 [SYN] Seq=0 Win=512 Len=0"
"11375","0.125721","11.0.0.210","10.42.0.2","TCP","60","33931  >  80 [SYN] Seq=0 Win=512 Len=0"
"11376","0.125730","11.0.0.210","10.42.0.2","TCP","60","33859  >  80 [SYN] Seq=0 Win=512 Len=0"
"11377","0.125758","11.0.0.210","10.42.0.2","TCP","60","33860  >  80 [SYN] Seq=0 Win=512 Len=0"
"11378","0.125767","11.0.0.210","10.42.0.2","TCP","60","33861  >  80 [SYN] Seq=0 Win=512 Len=0"
"11379","0.125777","11.0.0.210","10.42.0.2","TCP","60","33864  >  80 [SYN] Seq=0 Win=512 Len=0"
"11380","0.125785","11.0.0.210","10.42.0.2","TCP","60","33865  >  80 [SYN] Seq=0 Win=512 Len=0"
"11381","0.125802","11.0.0.210","10.42.0.2","TCP","60","33866  >  80 [SYN] Seq=0 Win=512 Len=0"
"11382","0.125811","11.0.0.210","10.42.0.2","TCP","60","33867  >  80 [SYN] Seq=0 Win=512 Len=0"
"11383","0.125820","11.0.0.210","10.42.0.2","TCP","60","33868  >  80 [SYN] Seq=0 Win=512 Len=0"
"11384","0.125829","11.0.0.210","10.42.0.2","TCP","60","33869  >  80 [SYN] Seq=0 Win=512 Len=0"
"11385","0.125837","11.0.0.210","10.42.0.2","TCP","60","33870  >  80 [SYN] Seq=0 Win=512 Len=0"
"11386","0.125846","11.0.0.210","10.42.0.2","TCP","60","33872  >  80 [SYN] Seq=0 Win=512 Len=0"
"11387","0.125854","11.0.0.210","10.42.0.2","TCP","60","33873  >  80 [SYN] Seq=0 Win=512 Len=0"
"11388","0.125864","11.0.0.210","10.42.0.2","TCP","60","33874  >  80 [SYN] Seq=0 Win=512 Len=0"
"11389","0.125873","11.0.0.210","10.42.0.2","TCP","60","33875  >  80 [SYN] Seq=0 Win=512 Len=0"
"11390","0.125881","11.0.0.210","10.42.0.2","TCP","60","33876  >  80 [SYN] Seq=0 Win=512 Len=0"
"11391","0.125890","11.0.0.210","10.42.0.2","TCP","60","33877  >  80 [SYN] Seq=0 Win=512 Len=0"
"11392","0.125898","11.0.0.210","10.42.0.2","TCP","60","33878  >  80 [SYN] Seq=0 Win=512 Len=0"
"11393","0.125927","11.0.0.210","10.42.0.2","TCP","60","33880  >  80 [SYN] Seq=0 Win=512 Len=0"
"11394","0.125936","11.0.0.210","10.42.0.2","TCP","60","33881  >  80 [SYN] Seq=0 Win=512 Len=0"
"11395","0.125944","11.0.0.210","10.42.0.2","TCP","60","33882  >  80 [SYN] Seq=0 Win=512 Len=0"
"11396","0.125953","11.0.0.210","10.42.0.2","TCP","60","33914  >  80 [SYN] Seq=0 Win=512 Len=0"
"11397","0.125987","11.0.0.210","10.42.0.2","TCP","60","33923  >  80 [SYN] Seq=0 Win=512 Len=0"
"11398","0.125997","11.0.0.210","10.42.0.2","TCP","60","33883  >  80 [SYN] Seq=0 Win=512 Len=0"
"11399","0.126006","11.0.0.210","10.42.0.2","TCP","60","33884  >  80 [SYN] Seq=0 Win=512 Len=0"
"11400","0.126014","11.0.0.210","10.42.0.2","TCP","60","33885  >  80 [SYN] Seq=0 Win=512 Len=0"
"11401","0.126023","11.0.0.210","10.42.0.2","TCP","60","33886  >  80 [SYN] Seq=0 Win=512 Len=0"
"11402","0.126032","11.0.0.210","10.42.0.2","TCP","60","33887  >  80 [SYN] Seq=0 Win=512 Len=0"
"11403","0.126040","11.0.0.210","10.42.0.2","TCP","60","33888  >  80 [SYN] Seq=0 Win=512 Len=0"
"11404","0.126049","11.0.0.210","10.42.0.2","TCP","60","33940  >  80 [SYN] Seq=0 Win=512 Len=0"
"11405","0.126057","11.0.0.210","10.42.0.2","TCP","60","33889  >  80 [SYN] Seq=0 Win=512 Len=0"
"11406","0.126066","11.0.0.210","10.42.0.2","TCP","60","33891  >  80 [SYN] Seq=0 Win=512 Len=0"
"11407","0.126075","11.0.0.210","10.42.0.2","TCP","60","33892  >  80 [SYN] Seq=0 Win=512 Len=0"
"11408","0.126084","11.0.0.210","10.42.0.2","TCP","60","33893  >  80 [SYN] Seq=0 Win=512 Len=0"
"11409","0.126114","11.0.0.210","10.42.0.2","TCP","60","33906  >  80 [SYN] Seq=0 Win=512 Len=0"
"11410","0.126124","11.0.0.210","10.42.0.2","TCP","60","33894  >  80 [SYN] Seq=0 Win=512 Len=0"
"11411","0.126131","11.0.0.210","10.42.0.2","TCP","60","33895  >  80 [SYN] Seq=0 Win=512 Len=0"
"11412","0.126140","11.0.0.210","10.42.0.2","TCP","60","33896  >  80 [SYN] Seq=0 Win=512 Len=0"
"11413","0.126157","11.0.0.210","10.42.0.2","TCP","60","33897  >  80 [SYN] Seq=0 Win=512 Len=0"
"11414","0.126167","11.0.0.210","10.42.0.2","TCP","60","34022  >  80 [SYN] Seq=0 Win=512 Len=0"
"11415","0.126176","11.0.0.210","10.42.0.2","TCP","60","34096  >  80 [SYN] Seq=0 Win=512 Len=0"
"11416","0.126184","11.0.0.210","10.42.0.2","TCP","60","33899  >  80 [SYN] Seq=0 Win=512 Len=0"
"11417","0.126193","11.0.0.210","10.42.0.2","TCP","60","33900  >  80 [SYN] Seq=0 Win=512 Len=0"
"11418","0.126201","11.0.0.210","10.42.0.2","TCP","60","33902  >  80 [SYN] Seq=0 Win=512 Len=0"
"11419","0.126209","11.0.0.210","10.42.0.2","TCP","60","33903  >  80 [SYN] Seq=0 Win=512 Len=0"
"11420","0.126218","11.0.0.210","10.42.0.2","TCP","60","33904  >  80 [SYN] Seq=0 Win=512 Len=0"
"11421","0.126226","11.0.0.210","10.42.0.2","TCP","60","33983  >  80 [SYN] Seq=0 Win=512 Len=0"
"11422","0.126235","11.0.0.210","10.42.0.2","TCP","60","33907  >  80 [SYN] Seq=0 Win=512 Len=0"
"11423","0.126245","11.0.0.210","10.42.0.2","TCP","60","33908  >  80 [SYN] Seq=0 Win=512 Len=0"
"11424","0.126252","11.0.0.210","10.42.0.2","TCP","60","33909  >  80 [SYN] Seq=0 Win=512 Len=0"
"11425","0.126284","11.0.0.210","10.42.0.2","TCP","60","33910  >  80 [SYN] Seq=0 Win=512 Len=0"
"11426","0.126291","11.0.0.210","10.42.0.2","TCP","60","33993  >  80 [SYN] Seq=0 Win=512 Len=0"
"11427","0.126303","11.0.0.210","10.42.0.2","TCP","60","33911  >  80 [SYN] Seq=0 Win=512 Len=0"
"11428","0.126312","11.0.0.210","10.42.0.2","TCP","60","33912  >  80 [SYN] Seq=0 Win=512 Len=0"
"11429","0.126329","11.0.0.210","10.42.0.2","TCP","60","33915  >  80 [SYN] Seq=0 Win=512 Len=0"
"11430","0.126339","11.0.0.210","10.42.0.2","TCP","60","33933  >  80 [SYN] Seq=0 Win=512 Len=0"
"11431","0.126346","11.0.0.210","10.42.0.2","TCP","60","34135  >  80 [SYN] Seq=0 Win=512 Len=0"
"11432","0.126355","11.0.0.210","10.42.0.2","TCP","60","33916  >  80 [SYN] Seq=0 Win=512 Len=0"
"11433","0.126364","11.0.0.210","10.42.0.2","TCP","60","33917  >  80 [SYN] Seq=0 Win=512 Len=0"
"11434","0.126372","11.0.0.210","10.42.0.2","TCP","60","33918  >  80 [SYN] Seq=0 Win=512 Len=0"
"11435","0.126381","11.0.0.210","10.42.0.2","TCP","60","33976  >  80 [SYN] Seq=0 Win=512 Len=0"
"11436","0.126390","11.0.0.210","10.42.0.2","TCP","60","33919  >  80 [SYN] Seq=0 Win=512 Len=0"
"11437","0.126398","11.0.0.210","10.42.0.2","TCP","60","33920  >  80 [SYN] Seq=0 Win=512 Len=0"
"11438","0.126407","11.0.0.210","10.42.0.2","TCP","60","33921  >  80 [SYN] Seq=0 Win=512 Len=0"
"11439","0.126415","11.0.0.210","10.42.0.2","TCP","60","33922  >  80 [SYN] Seq=0 Win=512 Len=0"
"11440","0.126424","11.0.0.210","10.42.0.2","TCP","60","33924  >  80 [SYN] Seq=0 Win=512 Len=0"
"11441","0.126454","11.0.0.210","10.42.0.2","TCP","60","33925  >  80 [SYN] Seq=0 Win=512 Len=0"
"11442","0.126462","11.0.0.210","10.42.0.2","TCP","60","33926  >  80 [SYN] Seq=0 Win=512 Len=0"
"11443","0.126471","11.0.0.210","10.42.0.2","TCP","60","33927  >  80 [SYN] Seq=0 Win=512 Len=0"
"11444","0.126481","11.0.0.210","10.42.0.2","TCP","60","33928  >  80 [SYN] Seq=0 Win=512 Len=0"
"11445","0.126497","11.0.0.210","10.42.0.2","TCP","60","33956  >  80 [SYN] Seq=0 Win=512 Len=0"
"11446","0.126507","11.0.0.210","10.42.0.2","TCP","60","33929  >  80 [SYN] Seq=0 Win=512 Len=0"
"11447","0.126515","11.0.0.210","10.42.0.2","TCP","60","34000  >  80 [SYN] Seq=0 Win=512 Len=0"
"11448","0.126524","11.0.0.210","10.42.0.2","TCP","60","33930  >  80 [SYN] Seq=0 Win=512 Len=0"
"11449","0.126533","11.0.0.210","10.42.0.2","TCP","60","33932  >  80 [SYN] Seq=0 Win=512 Len=0"
"11450","0.126541","11.0.0.210","10.42.0.2","TCP","60","33934  >  80 [SYN] Seq=0 Win=512 Len=0"
"11451","0.126550","11.0.0.210","10.42.0.2","TCP","60","33935  >  80 [SYN] Seq=0 Win=512 Len=0"
"11452","0.126558","11.0.0.210","10.42.0.2","TCP","60","33936  >  80 [SYN] Seq=0 Win=512 Len=0"
"11453","0.126567","11.0.0.210","10.42.0.2","TCP","60","33937  >  80 [SYN] Seq=0 Win=512 Len=0"
"11454","0.126576","11.0.0.210","10.42.0.2","TCP","60","33938  >  80 [SYN] Seq=0 Win=512 Len=0"
"11455","0.126584","11.0.0.210","10.42.0.2","TCP","60","33939  >  80 [SYN] Seq=0 Win=512 Len=0"
"11456","0.126593","11.0.0.210","10.42.0.2","TCP","60","33941  >  80 [SYN] Seq=0 Win=512 Len=0"
"11457","0.126620","11.0.0.210","10.42.0.2","TCP","60","33942  >  80 [SYN] Seq=0 Win=512 Len=0"
"11458","0.126629","11.0.0.210","10.42.0.2","TCP","60","34136  >  80 [SYN] Seq=0 Win=512 Len=0"
"11459","0.126640","11.0.0.210","10.42.0.2","TCP","60","33943  >  80 [SYN] Seq=0 Win=512 Len=0"
"11460","0.126653","11.0.0.210","10.42.0.2","TCP","60","33944  >  80 [SYN] Seq=0 Win=512 Len=0"
"11461","0.126670","11.0.0.210","10.42.0.2","TCP","60","33945  >  80 [SYN] Seq=0 Win=512 Len=0"
"11462","0.126680","11.0.0.210","10.42.0.2","TCP","60","34139  >  80 [SYN] Seq=0 Win=512 Len=0"
"11463","0.126688","11.0.0.210","10.42.0.2","TCP","60","33946  >  80 [SYN] Seq=0 Win=512 Len=0"
"11464","0.126697","11.0.0.210","10.42.0.2","TCP","60","34050  >  80 [SYN] Seq=0 Win=512 Len=0"
"11465","0.126704","11.0.0.210","10.42.0.2","TCP","60","34072  >  80 [SYN] Seq=0 Win=512 Len=0"
"11466","0.126713","11.0.0.210","10.42.0.2","TCP","60","33947  >  80 [SYN] Seq=0 Win=512 Len=0"
"11467","0.126723","11.0.0.210","10.42.0.2","TCP","60","33948  >  80 [SYN] Seq=0 Win=512 Len=0"
"11468","0.126731","11.0.0.210","10.42.0.2","TCP","60","33949  >  80 [SYN] Seq=0 Win=512 Len=0"
"11469","0.126740","11.0.0.210","10.42.0.2","TCP","60","33950  >  80 [SYN] Seq=0 Win=512 Len=0"
"11470","0.126748","11.0.0.210","10.42.0.2","TCP","60","33951  >  80 [SYN] Seq=0 Win=512 Len=0"
"11471","0.126756","11.0.0.210","10.42.0.2","TCP","60","33952  >  80 [SYN] Seq=0 Win=512 Len=0"
"11472","0.126765","11.0.0.210","10.42.0.2","TCP","60","33953  >  80 [SYN] Seq=0 Win=512 Len=0"
"11473","0.126794","11.0.0.210","10.42.0.2","TCP","60","34023  >  80 [SYN] Seq=0 Win=512 Len=0"
"11474","0.126804","11.0.0.210","10.42.0.2","TCP","60","33954  >  80 [SYN] Seq=0 Win=512 Len=0"
"11475","0.126813","11.0.0.210","10.42.0.2","TCP","60","33955  >  80 [SYN] Seq=0 Win=512 Len=0"
"11476","0.126821","11.0.0.210","10.42.0.2","TCP","60","33957  >  80 [SYN] Seq=0 Win=512 Len=0"
"11477","0.126839","11.0.0.210","10.42.0.2","TCP","60","33958  >  80 [SYN] Seq=0 Win=512 Len=0"
"11478","0.126847","11.0.0.210","10.42.0.2","TCP","60","33959  >  80 [SYN] Seq=0 Win=512 Len=0"
"11479","0.126857","11.0.0.210","10.42.0.2","TCP","60","33960  >  80 [SYN] Seq=0 Win=512 Len=0"
"11480","0.126866","11.0.0.210","10.42.0.2","TCP","60","33961  >  80 [SYN] Seq=0 Win=512 Len=0"
"11481","0.126873","11.0.0.210","10.42.0.2","TCP","60","33962  >  80 [SYN] Seq=0 Win=512 Len=0"
"11482","0.126882","11.0.0.210","10.42.0.2","TCP","60","33963  >  80 [SYN] Seq=0 Win=512 Len=0"
"11483","0.126890","11.0.0.210","10.42.0.2","TCP","60","34052  >  80 [SYN] Seq=0 Win=512 Len=0"
"11484","0.126898","11.0.0.210","10.42.0.2","TCP","60","33964  >  80 [SYN] Seq=0 Win=512 Len=0"
"11485","0.126908","11.0.0.210","10.42.0.2","TCP","60","33965  >  80 [SYN] Seq=0 Win=512 Len=0"
"11486","0.126916","11.0.0.210","10.42.0.2","TCP","60","33966  >  80 [SYN] Seq=0 Win=512 Len=0"
"11487","0.126925","11.0.0.210","10.42.0.2","TCP","60","33967  >  80 [SYN] Seq=0 Win=512 Len=0"
"11488","0.126934","11.0.0.210","10.42.0.2","TCP","60","33968  >  80 [SYN] Seq=0 Win=512 Len=0"
"11489","0.126964","11.0.0.210","10.42.0.2","TCP","60","33969  >  80 [SYN] Seq=0 Win=512 Len=0"
"11490","0.126973","11.0.0.210","10.42.0.2","TCP","60","34011  >  80 [SYN] Seq=0 Win=512 Len=0"
"11491","0.126983","11.0.0.210","10.42.0.2","TCP","60","33970  >  80 [SYN] Seq=0 Win=512 Len=0"
"11492","0.126994","11.0.0.210","10.42.0.2","TCP","60","33971  >  80 [SYN] Seq=0 Win=512 Len=0"
"11493","0.127011","11.0.0.210","10.42.0.2","TCP","60","33972  >  80 [SYN] Seq=0 Win=512 Len=0"
"11494","0.127019","11.0.0.210","10.42.0.2","TCP","60","33973  >  80 [SYN] Seq=0 Win=512 Len=0"
"11495","0.127028","11.0.0.210","10.42.0.2","TCP","60","33974  >  80 [SYN] Seq=0 Win=512 Len=0"
"11496","0.127050","11.0.0.210","10.42.0.2","TCP","60","34016  >  80 [SYN] Seq=0 Win=512 Len=0"
"11497","0.127059","11.0.0.210","10.42.0.2","TCP","60","33975  >  80 [SYN] Seq=0 Win=512 Len=0"
"11498","0.127068","11.0.0.210","10.42.0.2","TCP","60","34092  >  80 [SYN] Seq=0 Win=512 Len=0"
"11499","0.127076","11.0.0.210","10.42.0.2","TCP","60","33977  >  80 [SYN] Seq=0 Win=512 Len=0"
"11500","0.127085","11.0.0.210","10.42.0.2","TCP","60","33978  >  80 [SYN] Seq=0 Win=512 Len=0"
"11501","0.127094","11.0.0.210","10.42.0.2","TCP","60","33979  >  80 [SYN] Seq=0 Win=512 Len=0"
"11502","0.127102","11.0.0.210","10.42.0.2","TCP","60","33980  >  80 [SYN] Seq=0 Win=512 Len=0"
"11503","0.127111","11.0.0.210","10.42.0.2","TCP","60","33981  >  80 [SYN] Seq=0 Win=512 Len=0"
"11504","0.127119","11.0.0.210","10.42.0.2","TCP","60","33982  >  80 [SYN] Seq=0 Win=512 Len=0"
"11505","0.127150","11.0.0.210","10.42.0.2","TCP","60","33984  >  80 [SYN] Seq=0 Win=512 Len=0"
"11506","0.127159","11.0.0.210","10.42.0.2","TCP","60","34125  >  80 [SYN] Seq=0 Win=512 Len=0"
"11507","0.127169","11.0.0.210","10.42.0.2","TCP","60","33985  >  80 [SYN] Seq=0 Win=512 Len=0"
"11508","0.127188","11.0.0.210","10.42.0.2","TCP","60","33986  >  80 [SYN] Seq=0 Win=512 Len=0"
"11509","0.127197","11.0.0.210","10.42.0.2","TCP","60","34108  >  80 [SYN] Seq=0 Win=512 Len=0"
"11510","0.127206","11.0.0.210","10.42.0.2","TCP","60","33987  >  80 [SYN] Seq=0 Win=512 Len=0"
"11511","0.127216","11.0.0.210","10.42.0.2","TCP","60","33988  >  80 [SYN] Seq=0 Win=512 Len=0"
"11512","0.127223","11.0.0.210","10.42.0.2","TCP","60","33989  >  80 [SYN] Seq=0 Win=512 Len=0"
"11513","0.127232","11.0.0.210","10.42.0.2","TCP","60","33990  >  80 [SYN] Seq=0 Win=512 Len=0"
"11514","0.127241","11.0.0.210","10.42.0.2","TCP","60","33991  >  80 [SYN] Seq=0 Win=512 Len=0"
"11515","0.127249","11.0.0.210","10.42.0.2","TCP","60","34002  >  80 [SYN] Seq=0 Win=512 Len=0"
"11516","0.127258","11.0.0.210","10.42.0.2","TCP","60","34025  >  80 [SYN] Seq=0 Win=512 Len=0"
"11517","0.127265","11.0.0.210","10.42.0.2","TCP","60","34121  >  80 [SYN] Seq=0 Win=512 Len=0"
"11518","0.127274","11.0.0.210","10.42.0.2","TCP","60","33992  >  80 [SYN] Seq=0 Win=512 Len=0"
"11519","0.127283","11.0.0.210","10.42.0.2","TCP","60","33994  >  80 [SYN] Seq=0 Win=512 Len=0"
"11520","0.127291","11.0.0.210","10.42.0.2","TCP","60","33995  >  80 [SYN] Seq=0 Win=512 Len=0"
"11521","0.127326","11.0.0.210","10.42.0.2","TCP","60","34102  >  80 [SYN] Seq=0 Win=512 Len=0"
"11522","0.127334","11.0.0.210","10.42.0.2","TCP","60","33996  >  80 [SYN] Seq=0 Win=512 Len=0"
"11523","0.127344","11.0.0.210","10.42.0.2","TCP","60","33997  >  80 [SYN] Seq=0 Win=512 Len=0"
"11524","0.127354","11.0.0.210","10.42.0.2","TCP","60","33998  >  80 [SYN] Seq=0 Win=512 Len=0"
"11525","0.127370","11.0.0.210","10.42.0.2","TCP","60","33999  >  80 [SYN] Seq=0 Win=512 Len=0"
"11526","0.127380","11.0.0.210","10.42.0.2","TCP","60","34001  >  80 [SYN] Seq=0 Win=512 Len=0"
"11527","0.127389","11.0.0.210","10.42.0.2","TCP","60","34003  >  80 [SYN] Seq=0 Win=512 Len=0"
"11528","0.127397","11.0.0.210","10.42.0.2","TCP","60","34043  >  80 [SYN] Seq=0 Win=512 Len=0"
"11529","0.127406","11.0.0.210","10.42.0.2","TCP","60","34004  >  80 [SYN] Seq=0 Win=512 Len=0"
"11530","0.127414","11.0.0.210","10.42.0.2","TCP","60","34005  >  80 [SYN] Seq=0 Win=512 Len=0"
"11531","0.127423","11.0.0.210","10.42.0.2","TCP","60","34006  >  80 [SYN] Seq=0 Win=512 Len=0"
"11532","0.127432","11.0.0.210","10.42.0.2","TCP","60","34007  >  80 [SYN] Seq=0 Win=512 Len=0"
"11533","0.127439","11.0.0.210","10.42.0.2","TCP","60","34008  >  80 [SYN] Seq=0 Win=512 Len=0"
"11534","0.127449","11.0.0.210","10.42.0.2","TCP","60","34009  >  80 [SYN] Seq=0 Win=512 Len=0"
"11535","0.127457","11.0.0.210","10.42.0.2","TCP","60","34010  >  80 [SYN] Seq=0 Win=512 Len=0"
"11536","0.127465","11.0.0.210","10.42.0.2","TCP","60","34012  >  80 [SYN] Seq=0 Win=512 Len=0"
"11537","0.127495","11.0.0.210","10.42.0.2","TCP","60","34013  >  80 [SYN] Seq=0 Win=512 Len=0"
"11538","0.127503","11.0.0.210","10.42.0.2","TCP","60","34014  >  80 [SYN] Seq=0 Win=512 Len=0"
"11539","0.127512","11.0.0.210","10.42.0.2","TCP","60","34015  >  80 [SYN] Seq=0 Win=512 Len=0"
"11540","0.127523","11.0.0.210","10.42.0.2","TCP","60","34031  >  80 [SYN] Seq=0 Win=512 Len=0"
"11541","0.127539","11.0.0.210","10.42.0.2","TCP","60","34017  >  80 [SYN] Seq=0 Win=512 Len=0"
"11542","0.127549","11.0.0.210","10.42.0.2","TCP","60","34018  >  80 [SYN] Seq=0 Win=512 Len=0"
"11543","0.127557","11.0.0.210","10.42.0.2","TCP","60","34028  >  80 [SYN] Seq=0 Win=512 Len=0"
"11544","0.127566","11.0.0.210","10.42.0.2","TCP","60","34019  >  80 [SYN] Seq=0 Win=512 Len=0"
"11545","0.127576","11.0.0.210","10.42.0.2","TCP","60","34020  >  80 [SYN] Seq=0 Win=512 Len=0"
"11546","0.127584","11.0.0.210","10.42.0.2","TCP","60","34021  >  80 [SYN] Seq=0 Win=512 Len=0"
"11547","0.127593","11.0.0.210","10.42.0.2","TCP","60","34024  >  80 [SYN] Seq=0 Win=512 Len=0"
"11548","0.127601","11.0.0.210","10.42.0.2","TCP","60","34026  >  80 [SYN] Seq=0 Win=512 Len=0"
"11549","0.127609","11.0.0.210","10.42.0.2","TCP","60","34027  >  80 [SYN] Seq=0 Win=512 Len=0"
"11550","0.127618","11.0.0.210","10.42.0.2","TCP","60","34029  >  80 [SYN] Seq=0 Win=512 Len=0"
"11551","0.127626","11.0.0.210","10.42.0.2","TCP","60","34098  >  80 [SYN] Seq=0 Win=512 Len=0"
"11552","0.127635","11.0.0.210","10.42.0.2","TCP","60","34030  >  80 [SYN] Seq=0 Win=512 Len=0"
"11553","0.127666","11.0.0.210","10.42.0.2","TCP","60","34032  >  80 [SYN] Seq=0 Win=512 Len=0"
"11554","0.127674","11.0.0.210","10.42.0.2","TCP","60","34033  >  80 [SYN] Seq=0 Win=512 Len=0"
"11555","0.127683","11.0.0.210","10.42.0.2","TCP","60","34034  >  80 [SYN] Seq=0 Win=512 Len=0"
"11556","0.127691","11.0.0.210","10.42.0.2","TCP","60","34035  >  80 [SYN] Seq=0 Win=512 Len=0"
"11557","0.127708","11.0.0.210","10.42.0.2","TCP","60","34036  >  80 [SYN] Seq=0 Win=512 Len=0"
"11558","0.127718","11.0.0.210","10.42.0.2","TCP","60","34037  >  80 [SYN] Seq=0 Win=512 Len=0"
"11559","0.127726","11.0.0.210","10.42.0.2","TCP","60","34038  >  80 [SYN] Seq=0 Win=512 Len=0"
"11560","0.127735","11.0.0.210","10.42.0.2","TCP","60","34039  >  80 [SYN] Seq=0 Win=512 Len=0"
"11561","0.127743","11.0.0.210","10.42.0.2","TCP","60","34062  >  80 [SYN] Seq=0 Win=512 Len=0"
"11562","0.127751","11.0.0.210","10.42.0.2","TCP","60","34040  >  80 [SYN] Seq=0 Win=512 Len=0"
"11563","0.127760","11.0.0.210","10.42.0.2","TCP","60","34041  >  80 [SYN] Seq=0 Win=512 Len=0"
"11564","0.127768","11.0.0.210","10.42.0.2","TCP","60","34042  >  80 [SYN] Seq=0 Win=512 Len=0"
"11565","0.127777","11.0.0.210","10.42.0.2","TCP","60","34044  >  80 [SYN] Seq=0 Win=512 Len=0"
"11566","0.127786","11.0.0.210","10.42.0.2","TCP","60","34045  >  80 [SYN] Seq=0 Win=512 Len=0"
"11567","0.127794","11.0.0.210","10.42.0.2","TCP","60","34046  >  80 [SYN] Seq=0 Win=512 Len=0"
"11568","0.127803","11.0.0.210","10.42.0.2","TCP","60","34047  >  80 [SYN] Seq=0 Win=512 Len=0"
"11569","0.127832","11.0.0.210","10.42.0.2","TCP","60","34048  >  80 [SYN] Seq=0 Win=512 Len=0"
"11570","0.127843","11.0.0.210","10.42.0.2","TCP","60","34049  >  80 [SYN] Seq=0 Win=512 Len=0"
"11571","0.127856","11.0.0.210","10.42.0.2","TCP","60","34051  >  80 [SYN] Seq=0 Win=512 Len=0"
"11572","0.127864","11.0.0.210","10.42.0.2","TCP","60","34053  >  80 [SYN] Seq=0 Win=512 Len=0"
"11573","0.127886","11.0.0.210","10.42.0.2","TCP","60","34054  >  80 [SYN] Seq=0 Win=512 Len=0"
"11574","0.127894","11.0.0.210","10.42.0.2","TCP","60","34055  >  80 [SYN] Seq=0 Win=512 Len=0"
"11575","0.127902","11.0.0.210","10.42.0.2","TCP","60","34056  >  80 [SYN] Seq=0 Win=512 Len=0"
"11576","0.127911","11.0.0.210","10.42.0.2","TCP","60","34057  >  80 [SYN] Seq=0 Win=512 Len=0"
"11577","0.127919","11.0.0.210","10.42.0.2","TCP","60","34058  >  80 [SYN] Seq=0 Win=512 Len=0"
"11578","0.127928","11.0.0.210","10.42.0.2","TCP","60","34059  >  80 [SYN] Seq=0 Win=512 Len=0"
"11579","0.127937","11.0.0.210","10.42.0.2","TCP","60","34060  >  80 [SYN] Seq=0 Win=512 Len=0"
"11580","0.127945","11.0.0.210","10.42.0.2","TCP","60","34061  >  80 [SYN] Seq=0 Win=512 Len=0"
"11581","0.127954","11.0.0.210","10.42.0.2","TCP","60","34063  >  80 [SYN] Seq=0 Win=512 Len=0"
"11582","0.127963","11.0.0.210","10.42.0.2","TCP","60","34064  >  80 [SYN] Seq=0 Win=512 Len=0"
"11583","0.127971","11.0.0.210","10.42.0.2","TCP","60","34065  >  80 [SYN] Seq=0 Win=512 Len=0"
"11584","0.127981","11.0.0.210","10.42.0.2","TCP","60","34066  >  80 [SYN] Seq=0 Win=512 Len=0"
"11585","0.128010","11.0.0.210","10.42.0.2","TCP","60","34067  >  80 [SYN] Seq=0 Win=512 Len=0"
"11586","0.128021","11.0.0.210","10.42.0.2","TCP","60","34068  >  80 [SYN] Seq=0 Win=512 Len=0"
"11587","0.128029","11.0.0.210","10.42.0.2","TCP","60","34069  >  80 [SYN] Seq=0 Win=512 Len=0"
"11588","0.128037","11.0.0.210","10.42.0.2","TCP","60","34103  >  80 [SYN] Seq=0 Win=512 Len=0"
"11589","0.128055","11.0.0.210","10.42.0.2","TCP","60","34070  >  80 [SYN] Seq=0 Win=512 Len=0"
"11590","0.128064","11.0.0.210","10.42.0.2","TCP","60","34093  >  80 [SYN] Seq=0 Win=512 Len=0"
"11591","0.128073","11.0.0.210","10.42.0.2","TCP","60","34071  >  80 [SYN] Seq=0 Win=512 Len=0"
"11592","0.128082","11.0.0.210","10.42.0.2","TCP","60","34073  >  80 [SYN] Seq=0 Win=512 Len=0"
